Song Name,Artists,Released Dates,Popularity,Duration,Album Type,Cover Image,genre,mood,user_id,user_rating
Silent Love,Namr Gill,2015-03-17,44,266370,single,https://i.scdn.co/image/ab67616d0000b273ef3a03b0fdf24c33d5ca7983,Folk,Calm,user_574,2
Zindagi,Amrinder Gill,2016-03-07,45,170666,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Romantic,Sad,user_728,1
Ikk Munda 2 - Waiting For Love,Sheera Jasvir,2021-07-04,39,247884,single,https://i.scdn.co/image/ab67616d0000b2730c3255e6ffbb2a1cfab7dcb3,Folk,Romantic,user_805,5
Rabba Ve,B Praak,2019-05-06,51,210000,album,https://i.scdn.co/image/ab67616d0000b273328a29d4ec6c76374c480c24,EDM,Calm,user_99,3
I Need Love,Harman Hundal,2022-03-04,38,179052,single,https://i.scdn.co/image/ab67616d0000b273242ec8ebd257cc51f53c4ee8,Folk,Happy,user_684,4
Darling,Sucha Yaar,2021-11-19,45,139836,single,https://i.scdn.co/image/ab67616d0000b27375a0dff177d596ac666fc1e2,Romantic,Romantic,user_872,2
Breakup Mashup,Ammy Virk,2019-08-01,40,239880,single,https://i.scdn.co/image/ab67616d0000b27363885514c5d8d2e2634549b7,Romantic,Calm,user_726,1
Romantic Love Mashup (Best of love music),Abhishek Rawal,2022-08-07,39,289123,single,https://i.scdn.co/image/ab67616d0000b273357e00856edd412a59fe734f,EDM,Romantic,user_987,3
Romantic Rewind,Akhil,2022-02-09,38,1084056,single,https://i.scdn.co/image/ab67616d0000b273aa442efd8bb9b3b9521d0549,Romantic,Sad,user_547,2
"Bewafai Kar Gaya - From ""Lekh""",B Praak,2022-03-20,53,228000,single,https://i.scdn.co/image/ab67616d0000b273f69d3e2c88168c9cbfecbf58,Folk,Energetic,user_961,2
Romantic Mashup,Miss Pooja,2020-02-13,38,251280,single,https://i.scdn.co/image/ab67616d0000b273bba7f019bc7fd87904517e2e,Folk,Happy,user_739,3
Pehla Valentine,Himmat Sandhu,2021-04-30,42,173048,single,https://i.scdn.co/image/ab67616d0000b27360a2c699fae9a68b80c189f1,EDM,Sad,user_613,1
Valentine Mashup 2022,Akhil,2022-02-14,35,249618,single,https://i.scdn.co/image/ab67616d0000b273b067547333e57bd30cdb5736,Romantic,Sad,user_943,1
Feelingaa,Kay Vee Singh,2019-12-23,36,171007,single,https://i.scdn.co/image/ab67616d0000b2736e1ab5f8852848ad2b90db6e,EDM,Calm,user_462,5
Love Like Me,Jassa Dhillon,2021-03-22,52,160000,album,https://i.scdn.co/image/ab67616d0000b27362857f70b2c7244833dff65f,Folk,Romantic,user_643,4
Beliya,B Praak,2022-03-25,58,226265,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,EDM,Happy,user_769,3
Soulmate,Akull,2021-09-07,37,184681,single,https://i.scdn.co/image/ab67616d0000b273a71b5aafbfc9fb2d2ed9241a,Romantic,Sad,user_5,3
"Pyar Karda - From ""Lover""",Jass Manak,2022-05-26,39,211224,single,https://i.scdn.co/image/ab67616d0000b273c31a9ef87338c639a6444551,EDM,Calm,user_218,3
Daring Love,Varinder Brar,2019-11-01,41,242857,single,https://i.scdn.co/image/ab67616d0000b273e305d898ae14ec999434cb4e,Romantic,Happy,user_503,1
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,Romantic,Romantic,user_767,4
Valentine Mashup 2020,B Praak,2020-02-11,27,185800,single,https://i.scdn.co/image/ab67616d0000b273981632dd129a2ae0a1cfe8a4,Folk,Sad,user_398,5
"Marke - From ""Lover""",Jass Manak,2022-06-27,36,166833,single,https://i.scdn.co/image/ab67616d0000b273914b03f4b65228bb80d6f980,Folk,Sad,user_871,2
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,Folk,Sad,user_795,2
Love Mix Remix Mashup,Prabh Gill,2022-04-09,25,285094,single,https://i.scdn.co/image/ab67616d0000b273db403ca729ff11cff27db840,Romantic,Happy,user_393,3
The Ultimate Love Mashup - DJ Kiran Kamath,Jaani,2022-02-08,32,307573,single,https://i.scdn.co/image/ab67616d0000b273d01d9e4587fb7038eceffca1,EDM,Happy,user_207,4
Bewafai Kar Gaya,B Praak,2022-03-25,39,228000,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Romantic,Happy,user_15,1
Bewafaai,B Praak,2019-10-22,29,322285,album,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c,Folk,Happy,user_858,4
Chaal,Lovie Virk,2021-01-06,47,210658,single,https://i.scdn.co/image/ab67616d0000b27314e14a6503fc604ae8c67ddd,Folk,Calm,user_554,4
Love Forever,Lakhi Ghuman,2021-11-24,37,183079,single,https://i.scdn.co/image/ab67616d0000b273778bcaa30b3668cc50892016,EDM,Energetic,user_892,1
Proposal,Mehtab Virk,2013-06-20,42,273407,album,https://i.scdn.co/image/ab67616d0000b273fc41f00a5aa81b288e15a99e,Folk,Calm,user_461,3
Fuck Love,Real Boss,2022-03-15,40,162905,single,https://i.scdn.co/image/ab67616d0000b27366b43c623661b09087895ea4,Folk,Sad,user_691,4
Paagla,Akhil,2021-06-26,46,223783,single,https://i.scdn.co/image/ab67616d0000b273ea87a23a8b8c939acceb5a35,Folk,Calm,user_575,2
Kasam,Hashmat Sultana,2022-06-29,36,230522,compilation,https://i.scdn.co/image/ab67616d0000b2733a8be0cae8dd8c150c626d2d,EDM,Romantic,user_864,1
Heerey,Amrinder Gill,2016-03-07,44,204978,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Romantic,Happy,user_743,5
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",Prabh Gill,2018-04-19,46,184000,single,https://i.scdn.co/image/ab67616d0000b2735c30005b07efd927287a1bea,Folk,Romantic,user_241,3
Ishqaa,Akhil,2019-02-13,35,321004,album,https://i.scdn.co/image/ab67616d0000b273fdf60edf667e751276524fde,EDM,Romantic,user_564,1
Pyar Paun to Pehlan,Labh Heera,2020-07-18,37,256765,album,https://i.scdn.co/image/ab67616d0000b27303a6d19fa3b5e0f47b23f29c,Folk,Sad,user_96,5
Best Hindi Motivational Poetry 2022,Kumar Rishi,2022-03-07,32,109898,single,https://i.scdn.co/image/ab67616d0000b27330e5ad50fda0ab24af437a77,EDM,Happy,user_900,5
Temporary pyar,Kaka,2021-09-04,59,245016,single,https://i.scdn.co/image/ab67616d0000b27393a9941be37b24ef10aa49f0,Folk,Romantic,user_734,4
Relation,Nikk,2019-08-30,46,165750,single,https://i.scdn.co/image/ab67616d0000b27353f89966a4fca501360b384e,EDM,Sad,user_485,4
"Koi Vi Nahi,Dasi Na Mere Bare,Zindagi,Choorhey wali bah",Shirley Setia,2020-02-05,33,434000,single,https://i.scdn.co/image/ab67616d0000b2738662dd7d918afbc3c9bd178d,Folk,Happy,user_407,4
Udaarian,Satinder Sartaaj,2019-12-20,31,342648,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_231,1
Kaash,Nachhatar Gill,2019-12-20,19,213829,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Sad,user_749,1
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,EDM,Calm,user_655,3
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_171,4
Mob N Love,Prem Dhillon,2022-04-17,42,202422,single,https://i.scdn.co/image/ab67616d0000b27351d1e7adbf74abce9795fff6,Romantic,Romantic,user_541,5
Punjabi Valentine Mashup 2022,Sukh-E Muzical Doctorz,2022-02-14,36,290986,single,https://i.scdn.co/image/ab67616d0000b273bea487790d872591411addfb,Folk,Romantic,user_36,2
In Love Again,Harman Hundal,2021-02-19,54,236129,single,https://i.scdn.co/image/ab67616d0000b273e08201655340ee940826f336,EDM,Calm,user_525,3
"Zubaan (From ""Manje Bistre 2"")",Ricky Khan,2019-12-20,18,266866,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Calm,user_160,1
Silent Love,Davy,2022-01-02,33,152307,single,https://i.scdn.co/image/ab67616d0000b273f61e9c48d60761414096d761,Romantic,Romantic,user_839,3
Silent Love,Namr Gill,2015-03-17,44,266370,single,https://i.scdn.co/image/ab67616d0000b273ef3a03b0fdf24c33d5ca7983,EDM,Happy,user_699,3
Zindagi,Amrinder Gill,2016-03-07,45,170666,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Folk,Sad,user_243,3
Ikk Munda 2 - Waiting For Love,Sheera Jasvir,2021-07-04,39,247884,single,https://i.scdn.co/image/ab67616d0000b2730c3255e6ffbb2a1cfab7dcb3,Folk,Calm,user_86,3
Rabba Ve,B Praak,2019-05-06,51,210000,album,https://i.scdn.co/image/ab67616d0000b273328a29d4ec6c76374c480c24,Folk,Calm,user_796,2
I Need Love,Harman Hundal,2022-03-04,38,179052,single,https://i.scdn.co/image/ab67616d0000b273242ec8ebd257cc51f53c4ee8,EDM,Calm,user_578,4
Darling,Sucha Yaar,2021-11-19,45,139836,single,https://i.scdn.co/image/ab67616d0000b27375a0dff177d596ac666fc1e2,Folk,Energetic,user_682,5
Breakup Mashup,Ammy Virk,2019-08-01,40,239880,single,https://i.scdn.co/image/ab67616d0000b27363885514c5d8d2e2634549b7,Folk,Happy,user_557,3
Romantic Love Mashup (Best of love music),Abhishek Rawal,2022-08-07,39,289123,single,https://i.scdn.co/image/ab67616d0000b273357e00856edd412a59fe734f,Folk,Happy,user_574,3
Romantic Rewind,Akhil,2022-02-09,38,1084056,single,https://i.scdn.co/image/ab67616d0000b273aa442efd8bb9b3b9521d0549,Romantic,Happy,user_953,3
"Bewafai Kar Gaya - From ""Lekh""",B Praak,2022-03-20,53,228000,single,https://i.scdn.co/image/ab67616d0000b273f69d3e2c88168c9cbfecbf58,EDM,Happy,user_646,4
Romantic Mashup,Miss Pooja,2020-02-13,38,251280,single,https://i.scdn.co/image/ab67616d0000b273bba7f019bc7fd87904517e2e,EDM,Happy,user_796,1
Pehla Valentine,Himmat Sandhu,2021-04-30,42,173048,single,https://i.scdn.co/image/ab67616d0000b27360a2c699fae9a68b80c189f1,EDM,Romantic,user_28,1
Valentine Mashup 2022,Akhil,2022-02-14,35,249618,single,https://i.scdn.co/image/ab67616d0000b273b067547333e57bd30cdb5736,Romantic,Calm,user_620,2
Feelingaa,Kay Vee Singh,2019-12-23,36,171007,single,https://i.scdn.co/image/ab67616d0000b2736e1ab5f8852848ad2b90db6e,EDM,Romantic,user_556,1
Love Like Me,Jassa Dhillon,2021-03-22,52,160000,album,https://i.scdn.co/image/ab67616d0000b27362857f70b2c7244833dff65f,Romantic,Energetic,user_340,3
Beliya,B Praak,2022-03-25,58,226265,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Romantic,Sad,user_798,3
Soulmate,Akull,2021-09-07,37,184681,single,https://i.scdn.co/image/ab67616d0000b273a71b5aafbfc9fb2d2ed9241a,EDM,Calm,user_958,3
"Pyar Karda - From ""Lover""",Jass Manak,2022-05-26,39,211224,single,https://i.scdn.co/image/ab67616d0000b273c31a9ef87338c639a6444551,Folk,Energetic,user_331,2
Daring Love,Varinder Brar,2019-11-01,41,242857,single,https://i.scdn.co/image/ab67616d0000b273e305d898ae14ec999434cb4e,Folk,Romantic,user_640,3
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,EDM,Sad,user_506,1
Valentine Mashup 2020,B Praak,2020-02-11,27,185800,single,https://i.scdn.co/image/ab67616d0000b273981632dd129a2ae0a1cfe8a4,EDM,Energetic,user_348,4
"Marke - From ""Lover""",Jass Manak,2022-06-27,36,166833,single,https://i.scdn.co/image/ab67616d0000b273914b03f4b65228bb80d6f980,Romantic,Sad,user_473,4
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,EDM,Energetic,user_231,5
Love Mix Remix Mashup,Prabh Gill,2022-04-09,25,285094,single,https://i.scdn.co/image/ab67616d0000b273db403ca729ff11cff27db840,Romantic,Romantic,user_190,1
The Ultimate Love Mashup - DJ Kiran Kamath,Jaani,2022-02-08,32,307573,single,https://i.scdn.co/image/ab67616d0000b273d01d9e4587fb7038eceffca1,EDM,Sad,user_225,3
Bewafai Kar Gaya,B Praak,2022-03-25,39,228000,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Folk,Energetic,user_385,4
Bewafaai,B Praak,2019-10-22,29,322285,album,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c,Folk,Romantic,user_377,1
Chaal,Lovie Virk,2021-01-06,47,210658,single,https://i.scdn.co/image/ab67616d0000b27314e14a6503fc604ae8c67ddd,EDM,Calm,user_283,4
Love Forever,Lakhi Ghuman,2021-11-24,37,183079,single,https://i.scdn.co/image/ab67616d0000b273778bcaa30b3668cc50892016,Romantic,Romantic,user_958,3
Proposal,Mehtab Virk,2013-06-20,42,273407,album,https://i.scdn.co/image/ab67616d0000b273fc41f00a5aa81b288e15a99e,Folk,Romantic,user_633,4
Fuck Love,Real Boss,2022-03-15,40,162905,single,https://i.scdn.co/image/ab67616d0000b27366b43c623661b09087895ea4,Romantic,Calm,user_628,5
Paagla,Akhil,2021-06-26,46,223783,single,https://i.scdn.co/image/ab67616d0000b273ea87a23a8b8c939acceb5a35,EDM,Romantic,user_973,5
Kasam,Hashmat Sultana,2022-06-29,36,230522,compilation,https://i.scdn.co/image/ab67616d0000b2733a8be0cae8dd8c150c626d2d,EDM,Calm,user_745,4
Heerey,Amrinder Gill,2016-03-07,44,204978,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Folk,Calm,user_259,1
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",Prabh Gill,2018-04-19,46,184000,single,https://i.scdn.co/image/ab67616d0000b2735c30005b07efd927287a1bea,EDM,Calm,user_359,1
Ishqaa,Akhil,2019-02-13,35,321004,album,https://i.scdn.co/image/ab67616d0000b273fdf60edf667e751276524fde,Folk,Energetic,user_710,1
Pyar Paun to Pehlan,Labh Heera,2020-07-18,37,256765,album,https://i.scdn.co/image/ab67616d0000b27303a6d19fa3b5e0f47b23f29c,Romantic,Sad,user_456,4
Best Hindi Motivational Poetry 2022,Kumar Rishi,2022-03-07,32,109898,single,https://i.scdn.co/image/ab67616d0000b27330e5ad50fda0ab24af437a77,Folk,Energetic,user_411,1
Relation,Nikk,2019-08-30,46,165750,single,https://i.scdn.co/image/ab67616d0000b27353f89966a4fca501360b384e,Folk,Calm,user_649,3
"Koi Vi Nahi,Dasi Na Mere Bare,Zindagi,Choorhey wali bah",Shirley Setia,2020-02-05,33,434000,single,https://i.scdn.co/image/ab67616d0000b2738662dd7d918afbc3c9bd178d,Romantic,Sad,user_318,5
Udaarian,Satinder Sartaaj,2019-12-20,31,342648,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Sad,user_677,3
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,Folk,Calm,user_225,1
Kaash,Nachhatar Gill,2019-12-20,19,213829,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_819,3
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_234,1
Mob N Love,Prem Dhillon,2022-04-17,42,202422,single,https://i.scdn.co/image/ab67616d0000b27351d1e7adbf74abce9795fff6,Folk,Energetic,user_684,4
Punjabi Valentine Mashup 2022,Sukh-E Muzical Doctorz,2022-02-14,36,290986,single,https://i.scdn.co/image/ab67616d0000b273bea487790d872591411addfb,Romantic,Sad,user_664,3
In Love Again,Harman Hundal,2021-02-19,54,236129,single,https://i.scdn.co/image/ab67616d0000b273e08201655340ee940826f336,Romantic,Calm,user_975,4
"Zubaan (From ""Manje Bistre 2"")",Ricky Khan,2019-12-20,18,266866,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_827,4
Silent Love,Davy,2022-01-02,33,152307,single,https://i.scdn.co/image/ab67616d0000b273f61e9c48d60761414096d761,EDM,Happy,user_374,2
Silent Love,Namr Gill,2015-03-17,44,266370,single,https://i.scdn.co/image/ab67616d0000b273ef3a03b0fdf24c33d5ca7983,Romantic,Happy,user_672,1
Zindagi,Amrinder Gill,2016-03-07,45,170666,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,Folk,Calm,user_608,5
Ikk Munda 2 - Waiting For Love,Sheera Jasvir,2021-07-04,39,247884,single,https://i.scdn.co/image/ab67616d0000b2730c3255e6ffbb2a1cfab7dcb3,Romantic,Happy,user_472,1
Rabba Ve,B Praak,2019-05-06,51,210000,album,https://i.scdn.co/image/ab67616d0000b273328a29d4ec6c76374c480c24,EDM,Energetic,user_233,5
I Need Love,Harman Hundal,2022-03-04,38,179052,single,https://i.scdn.co/image/ab67616d0000b273242ec8ebd257cc51f53c4ee8,EDM,Calm,user_692,1
Love,Garry Sandhu,2017-11-21,22,225241,single,https://i.scdn.co/image/ab67616d0000b273de48ccb0c5c22b8b914bb7ce,EDM,Calm,user_113,4
Darling,Sucha Yaar,2021-11-19,45,139836,single,https://i.scdn.co/image/ab67616d0000b27375a0dff177d596ac666fc1e2,Folk,Calm,user_830,3
Breakup Mashup,Ammy Virk,2019-08-01,40,239880,single,https://i.scdn.co/image/ab67616d0000b27363885514c5d8d2e2634549b7,Folk,Sad,user_497,3
Romantic Love Mashup (Best of love music),Abhishek Rawal,2022-08-07,39,289123,single,https://i.scdn.co/image/ab67616d0000b273357e00856edd412a59fe734f,EDM,Sad,user_442,2
Romantic Rewind,Akhil,2022-02-09,38,1084056,single,https://i.scdn.co/image/ab67616d0000b273aa442efd8bb9b3b9521d0549,Folk,Sad,user_564,5
"Bewafai Kar Gaya - From ""Lekh""",B Praak,2022-03-20,53,228000,single,https://i.scdn.co/image/ab67616d0000b273f69d3e2c88168c9cbfecbf58,EDM,Romantic,user_268,5
Romantic Mashup,Miss Pooja,2020-02-13,38,251280,single,https://i.scdn.co/image/ab67616d0000b273bba7f019bc7fd87904517e2e,Folk,Energetic,user_510,5
Pehla Valentine,Himmat Sandhu,2021-04-30,42,173048,single,https://i.scdn.co/image/ab67616d0000b27360a2c699fae9a68b80c189f1,EDM,Calm,user_807,4
Valentine Mashup 2022,Akhil,2022-02-14,35,249618,single,https://i.scdn.co/image/ab67616d0000b273b067547333e57bd30cdb5736,Romantic,Calm,user_386,5
Feelingaa,Kay Vee Singh,2019-12-23,36,171007,single,https://i.scdn.co/image/ab67616d0000b2736e1ab5f8852848ad2b90db6e,EDM,Sad,user_387,3
Love Like Me,Jassa Dhillon,2021-03-22,52,160000,album,https://i.scdn.co/image/ab67616d0000b27362857f70b2c7244833dff65f,EDM,Calm,user_113,4
Beliya,B Praak,2022-03-25,58,226265,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Folk,Calm,user_613,1
Soulmate,Akull,2021-09-07,37,184681,single,https://i.scdn.co/image/ab67616d0000b273a71b5aafbfc9fb2d2ed9241a,Folk,Happy,user_625,5
"Pyar Karda - From ""Lover""",Jass Manak,2022-05-26,39,211224,single,https://i.scdn.co/image/ab67616d0000b273c31a9ef87338c639a6444551,Folk,Calm,user_952,5
Daring Love,Varinder Brar,2019-11-01,41,242857,single,https://i.scdn.co/image/ab67616d0000b273e305d898ae14ec999434cb4e,Folk,Romantic,user_81,1
Intense Love,Jack Love,2022-09-14,36,133053,single,https://i.scdn.co/image/ab67616d0000b273c4ca87612c74d9fd45fd5aee,Folk,Sad,user_699,5
Valentine Mashup 2020,B Praak,2020-02-11,27,185800,single,https://i.scdn.co/image/ab67616d0000b273981632dd129a2ae0a1cfe8a4,Folk,Energetic,user_113,1
"Marke - From ""Lover""",Jass Manak,2022-06-27,36,166833,single,https://i.scdn.co/image/ab67616d0000b273914b03f4b65228bb80d6f980,Romantic,Energetic,user_2,4
Intense Love,Chandra Brar,2022-02-01,33,164651,single,https://i.scdn.co/image/ab67616d0000b2731a4d6d007730d4620e3b16e3,EDM,Happy,user_642,3
Love Mix Remix Mashup,Prabh Gill,2022-04-09,25,285094,single,https://i.scdn.co/image/ab67616d0000b273db403ca729ff11cff27db840,EDM,Energetic,user_220,1
The Ultimate Love Mashup - DJ Kiran Kamath,Jaani,2022-02-08,32,307573,single,https://i.scdn.co/image/ab67616d0000b273d01d9e4587fb7038eceffca1,EDM,Energetic,user_566,2
Bewafai Kar Gaya,B Praak,2022-03-25,39,228000,single,https://i.scdn.co/image/ab67616d0000b2730df4bf833ce0015716a81722,Romantic,Sad,user_855,1
Bewafaai,B Praak,2019-10-22,29,322285,album,https://i.scdn.co/image/ab67616d0000b273f82faacdbdc9a8d269aec55c,EDM,Sad,user_997,5
Chaal,Lovie Virk,2021-01-06,47,210658,single,https://i.scdn.co/image/ab67616d0000b27314e14a6503fc604ae8c67ddd,Romantic,Romantic,user_736,4
Love Forever,Lakhi Ghuman,2021-11-24,37,183079,single,https://i.scdn.co/image/ab67616d0000b273778bcaa30b3668cc50892016,Romantic,Happy,user_225,4
Proposal,Mehtab Virk,2013-06-20,42,273407,album,https://i.scdn.co/image/ab67616d0000b273fc41f00a5aa81b288e15a99e,Romantic,Energetic,user_385,1
Fuck Love,Real Boss,2022-03-15,40,162905,single,https://i.scdn.co/image/ab67616d0000b27366b43c623661b09087895ea4,EDM,Romantic,user_403,3
Paagla,Akhil,2021-06-26,46,223783,single,https://i.scdn.co/image/ab67616d0000b273ea87a23a8b8c939acceb5a35,Romantic,Happy,user_638,2
Kasam,Hashmat Sultana,2022-06-29,36,230522,compilation,https://i.scdn.co/image/ab67616d0000b2733a8be0cae8dd8c150c626d2d,EDM,Energetic,user_130,4
Heerey,Amrinder Gill,2016-03-07,44,204978,album,https://i.scdn.co/image/ab67616d0000b2739402b44bc7bdff9dfa8122d9,EDM,Energetic,user_53,5
"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",Prabh Gill,2018-04-19,46,184000,single,https://i.scdn.co/image/ab67616d0000b2735c30005b07efd927287a1bea,Folk,Sad,user_684,5
Ishqaa,Akhil,2019-02-13,35,321004,album,https://i.scdn.co/image/ab67616d0000b273fdf60edf667e751276524fde,Folk,Calm,user_730,3
Pyar Paun to Pehlan,Labh Heera,2020-07-18,37,256765,album,https://i.scdn.co/image/ab67616d0000b27303a6d19fa3b5e0f47b23f29c,Romantic,Happy,user_672,4
Best Hindi Motivational Poetry 2022,Kumar Rishi,2022-03-07,32,109898,single,https://i.scdn.co/image/ab67616d0000b27330e5ad50fda0ab24af437a77,Romantic,Energetic,user_710,1
Relation,Nikk,2019-08-30,46,165750,single,https://i.scdn.co/image/ab67616d0000b27353f89966a4fca501360b384e,EDM,Happy,user_416,5
"Koi Vi Nahi,Dasi Na Mere Bare,Zindagi,Choorhey wali bah",Shirley Setia,2020-02-05,33,434000,single,https://i.scdn.co/image/ab67616d0000b2738662dd7d918afbc3c9bd178d,Romantic,Romantic,user_247,3
Udaarian,Satinder Sartaaj,2019-12-20,31,342648,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Romantic,user_836,4
"Kahani (From ""Kahani"")",Lo Jill,2014-04-24,11,194595,compilation,https://i.scdn.co/image/ab67616d0000b273ce9ec0de8ce8721afa7a5a4c,EDM,Calm,user_439,4
Kaash,Nachhatar Gill,2019-12-20,19,213829,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_203,4
True Love,Rupal J,2019-12-20,11,274311,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_184,4
Mob N Love,Prem Dhillon,2022-04-17,42,202422,single,https://i.scdn.co/image/ab67616d0000b27351d1e7adbf74abce9795fff6,EDM,Energetic,user_123,4
